fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;30/05/2021;[50-60);59;8792675;171;5511;1.94;3.1;62.68
FR;31/05/2021;[50-60);59;8792675;1380;41583;15.69;3.32;472.93
FR;01/05/2021;[60-70);69;8004083;289;6201;3.61;4.66;77.47
FR;02/05/2021;[60-70);69;8004083;262;5174;3.27;5.06;64.64
FR;03/05/2021;[60-70);69;8004083;2372;47246;29.63;5.02;590.27
FR;04/05/2021;[60-70);69;8004083;1591;34039;19.88;4.67;425.27
FR;05/05/2021;[60-70);69;8004083;1333;30950;16.65;4.31;386.68
FR;06/05/2021;[60-70);69;8004083;1171;30831;14.63;3.8;385.19
FR;07/05/2021;[60-70);69;8004083;1316;40099;16.44;3.28;500.98
FR;08/05/2021;[60-70);69;8004083;270;7350;3.37;3.67;91.83
FR;09/05/2021;[60-70);69;8004083;199;5117;2.49;3.89;63.93
FR;10/05/2021;[60-70);69;8004083;1892;43937;23.64;4.31;548.93
FR;11/05/2021;[60-70);69;8004083;1170;32331;14.62;3.62;403.93
FR;12/05/2021;[60-70);69;8004083;1101;33344;13.76;3.3;416.59
FR;13/05/2021;[60-70);69;8004083;183;5823;2.29;3.14;72.75
FR;14/05/2021;[60-70);69;8004083;1252;40486;15.64;3.09;505.82
FR;15/05/2021;[60-70);69;8004083;607;21115;7.58;2.87;263.8
FR;16/05/2021;[60-70);69;8004083;138;4533;1.72;3.04;56.63
FR;17/05/2021;[60-70);69;8004083;1331;41945;16.63;3.17;524.05
FR;18/05/2021;[60-70);69;8004083;953;32997;11.91;2.89;412.25
FR;19/05/2021;[60-70);69;8004083;833;31356;10.41;2.66;391.75
FR;20/05/2021;[60-70);69;8004083;803;30694;10.03;2.62;383.48
FR;21/05/2021;[60-70);69;8004083;837;33695;10.46;2.48;420.97
FR;22/05/2021;[60-70);69;8004083;496;23187;6.2;2.14;289.69
FR;23/05/2021;[60-70);69;8004083;107;4880;1.34;2.19;60.97
FR;24/05/2021;[60-70);69;8004083;184;8713;2.3;2.11;108.86
FR;25/05/2021;[60-70);69;8004083;1020;43215;12.74;2.36;539.91
FR;26/05/2021;[60-70);69;8004083;725;29139;9.06;2.49;364.05
FR;27/05/2021;[60-70);69;8004083;650;28188;8.12;2.31;352.17
FR;28/05/2021;[60-70);69;8004083;581;34990;7.26;1.66;437.15
FR;29/05/2021;[60-70);69;8004083;406;22036;5.07;1.84;275.31
FR;30/05/2021;[60-70);69;8004083;79;4760;0.99;1.66;59.47
FR;31/05/2021;[60-70);69;8004083;768;37852;9.6;2.03;472.91
FR;01/05/2021;[70-80);79;5695639;178;4730;3.13;3.76;83.05
FR;02/05/2021;[70-80);79;5695639;180;4137;3.16;4.35;72.63
FR;03/05/2021;[70-80);79;5695639;1145;32168;20.1;3.56;564.78
FR;04/05/2021;[70-80);79;5695639;804;22652;14.12;3.55;397.71
FR;05/05/2021;[70-80);79;5695639;647;19600;11.36;3.3;344.12
FR;06/05/2021;[70-80);79;5695639;604;17399;10.6;3.47;305.48
FR;07/05/2021;[70-80);79;5695639;647;26719;11.36;2.42;469.11
FR;08/05/2021;[70-80);79;5695639;147;5487;2.58;2.68;96.34
FR;09/05/2021;[70-80);79;5695639;93;4041;1.63;2.3;70.95
FR;10/05/2021;[70-80);79;5695639;819;28488;14.38;2.87;500.17
FR;11/05/2021;[70-80);79;5695639;550;18247;9.66;3.01;320.37
FR;12/05/2021;[70-80);79;5695639;501;18684;8.8;2.68;328.04
FR;13/05/2021;[70-80);79;5695639;102;4026;1.79;2.53;70.69
FR;14/05/2021;[70-80);79;5695639;550;26027;9.66;2.11;456.96
FR;15/05/2021;[70-80);79;5695639;282;14749;4.95;1.91;258.95
FR;16/05/2021;[70-80);79;5695639;71;3714;1.25;1.91;65.21
FR;17/05/2021;[70-80);79;5695639;588;30174;10.32;1.95;529.77
FR;18/05/2021;[70-80);79;5695639;436;22806;7.65;1.91;400.41
FR;19/05/2021;[70-80);79;5695639;449;19857;7.88;2.26;348.64
FR;20/05/2021;[70-80);79;5695639;362;16372;6.36;2.21;287.45
FR;21/05/2021;[70-80);79;5695639;375;20094;6.58;1.87;352.8
FR;22/05/2021;[70-80);79;5695639;250;16087;4.39;1.55;282.44
FR;23/05/2021;[70-80);79;5695639;60;3960;1.05;1.52;69.53
FR;24/05/2021;[70-80);79;5695639;94;6721;1.65;1.4;118
FR;25/05/2021;[70-80);79;5695639;424;31571;7.44;1.34;554.3
FR;26/05/2021;[70-80);79;5695639;320;19731;5.62;1.62;346.42
FR;27/05/2021;[70-80);79;5695639;315;17001;5.53;1.85;298.49
FR;28/05/2021;[70-80);79;5695639;319;24062;5.6;1.33;422.46
FR;29/05/2021;[70-80);79;5695639;206;15865;3.62;1.3;278.55
FR;30/05/2021;[70-80);79;5695639;46;4050;0.81;1.14;71.11
FR;31/05/2021;[70-80);79;5695639;329;28249;5.78;1.16;495.98
FR;01/05/2021;[80-90);89;3245280.5;134;3764;4.13;3.56;115.98
FR;02/05/2021;[80-90);89;3245280.5;150;3369;4.62;4.45;103.81
FR;03/05/2021;[80-90);89;3245280.5;640;19123;19.72;3.35;589.26
FR;04/05/2021;[80-90);89;3245280.5;493;15222;15.19;3.24;469.05
FR;05/05/2021;[80-90);89;3245280.5;389;12866;11.99;3.02;396.45
FR;06/05/2021;[80-90);89;3245280.5;354;12153;10.91;2.91;374.48
FR;07/05/2021;[80-90);89;3245280.5;368;14309;11.34;2.57;440.92
FR;08/05/2021;[80-90);89;3245280.5;95;4060;2.93;2.34;125.1
FR;09/05/2021;[80-90);89;3245280.5;94;3363;2.9;2.8;103.63
FR;10/05/2021;[80-90);89;3245280.5;463;16787;14.27;2.76;517.27
FR;11/05/2021;[80-90);89;3245280.5;331;12657;10.2;2.62;390.01
FR;12/05/2021;[80-90);89;3245280.5;318;12094;9.8;2.63;372.66
FR;13/05/2021;[80-90);89;3245280.5;68;3473;2.1;1.96;107.02
FR;14/05/2021;[80-90);89;3245280.5;299;13713;9.21;2.18;422.55
FR;15/05/2021;[80-90);89;3245280.5;151;7707;4.65;1.96;237.48
FR;16/05/2021;[80-90);89;3245280.5;62;3300;1.91;1.88;101.69
FR;17/05/2021;[80-90);89;3245280.5;300;16583;9.24;1.81;510.99
FR;18/05/2021;[80-90);89;3245280.5;227;13682;6.99;1.66;421.6
FR;19/05/2021;[80-90);89;3245280.5;197;11564;6.07;1.7;356.33
FR;20/05/2021;[80-90);89;3245280.5;194;9443;5.98;2.05;290.98
FR;21/05/2021;[80-90);89;3245280.5;178;10414;5.48;1.71;320.9
FR;22/05/2021;[80-90);89;3245280.5;111;7684;3.42;1.44;236.77
FR;23/05/2021;[80-90);89;3245280.5;44;3203;1.36;1.37;98.7
FR;24/05/2021;[80-90);89;3245280.5;58;4687;1.79;1.24;144.43
FR;25/05/2021;[80-90);89;3245280.5;249;17974;7.67;1.39;553.85
FR;26/05/2021;[80-90);89;3245280.5;187;11932;5.76;1.57;367.67
FR;27/05/2021;[80-90);89;3245280.5;174;10012;5.36;1.74;308.51
FR;28/05/2021;[80-90);89;3245280.5;158;12126;4.87;1.3;373.65
FR;29/05/2021;[80-90);89;3245280.5;82;7913;2.53;1.04;243.83
FR;30/05/2021;[80-90);89;3245280.5;47;3342;1.45;1.41;102.98
FR;31/05/2021;[80-90);89;3245280.5;173;14559;5.33;1.19;448.62
FR;01/05/2021;[90-Inf);90;912580.62;66;1733;7.23;3.81;189.9
FR;02/05/2021;[90-Inf);90;912580.62;71;1503;7.78;4.72;164.7
FR;03/05/2021;[90-Inf);90;912580.62;260;8653;28.49;3;948.19
FR;04/05/2021;[90-Inf);90;912580.62;243;7923;26.63;3.07;868.2
FR;05/05/2021;[90-Inf);90;912580.62;187;7037;20.49;2.66;771.11
FR;06/05/2021;[90-Inf);90;912580.62;184;7235;20.16;2.54;792.81
FR;07/05/2021;[90-Inf);90;912580.62;154;5654;16.88;2.72;619.56
FR;08/05/2021;[90-Inf);90;912580.62;52;1738;5.7;2.99;190.45
FR;09/05/2021;[90-Inf);90;912580.62;47;1555;5.15;3.02;170.4
FR;10/05/2021;[90-Inf);90;912580.62;194;7415;21.26;2.62;812.53
FR;11/05/2021;[90-Inf);90;912580.62;179;7130;19.61;2.51;781.3
FR;12/05/2021;[90-Inf);90;912580.62;155;6472;16.98;2.39;709.2
FR;13/05/2021;[90-Inf);90;912580.62;42;1667;4.6;2.52;182.67
FR;14/05/2021;[90-Inf);90;912580.62;145;5828;15.89;2.49;638.63
FR;15/05/2021;[90-Inf);90;912580.62;61;2522;6.68;2.42;276.36
FR;16/05/2021;[90-Inf);90;912580.62;35;1490;3.84;2.35;163.27
FR;17/05/2021;[90-Inf);90;912580.62;124;6768;13.59;1.83;741.63
FR;18/05/2021;[90-Inf);90;912580.62;120;6466;13.15;1.86;708.54
FR;19/05/2021;[90-Inf);90;912580.62;90;5644;9.86;1.59;618.47
FR;20/05/2021;[90-Inf);90;912580.62;86;4666;9.42;1.84;511.3
FR;21/05/2021;[90-Inf);90;912580.62;83;4336;9.1;1.91;475.14
FR;22/05/2021;[90-Inf);90;912580.62;47;2296;5.15;2.05;251.59
FR;23/05/2021;[90-Inf);90;912580.62;23;1415;2.52;1.63;155.05
FR;24/05/2021;[90-Inf);90;912580.62;28;1868;3.07;1.5;204.69
FR;25/05/2021;[90-Inf);90;912580.62;95;7645;10.41;1.24;837.73
FR;26/05/2021;[90-Inf);90;912580.62;79;5659;8.66;1.4;620.11
FR;27/05/2021;[90-Inf);90;912580.62;68;5133;7.45;1.32;562.47
FR;28/05/2021;[90-Inf);90;912580.62;84;4458;9.2;1.88;488.5
FR;29/05/2021;[90-Inf);90;912580.62;34;2545;3.73;1.34;278.88
FR;30/05/2021;[90-Inf);90;912580.62;14;1445;1.53;0.97;158.34
FR;31/05/2021;[90-Inf);90;912580.62;70;5206;7.67;1.34;570.47
FR;01/06/2021;[00-10);9;7763205.5;686;59249;8.84;1.16;763.2
FR;02/06/2021;[00-10);9;7763205.5;598;27225;7.7;2.2;350.69
FR;03/06/2021;[00-10);9;7763205.5;544;52153;7.01;1.04;671.8
FR;04/06/2021;[00-10);9;7763205.5;609;62615;7.84;0.97;806.56
FR;05/06/2021;[00-10);9;7763205.5;312;13220;4.02;2.36;170.29
FR;06/06/2021;[00-10);9;7763205.5;59;2503;0.76;2.36;32.24
FR;07/06/2021;[00-10);9;7763205.5;516;50172;6.65;1.03;646.28
FR;08/06/2021;[00-10);9;7763205.5;439;52323;5.65;0.84;673.99
FR;09/06/2021;[00-10);9;7763205.5;316;21047;4.07;1.5;271.11
FR;10/06/2021;[00-10);9;7763205.5;295;47725;3.8;0.62;614.76
FR;11/06/2021;[00-10);9;7763205.5;347;48913;4.47;0.71;630.06
FR;12/06/2021;[00-10);9;7763205.5;164;9439;2.11;1.74;121.59
FR;13/06/2021;[00-10);9;7763205.5;44;1890;0.57;2.33;24.35
FR;14/06/2021;[00-10);9;7763205.5;314;44267;4.04;0.71;570.22
FR;15/06/2021;[00-10);9;7763205.5;236;43166;3.04;0.55;556.03
FR;16/06/2021;[00-10);9;7763205.5;178;15639;2.29;1.14;201.45
FR;17/06/2021;[00-10);9;7763205.5;175;41394;2.25;0.42;533.21
FR;18/06/2021;[00-10);9;7763205.5;211;42622;2.72;0.5;549.03
FR;19/06/2021;[00-10);9;7763205.5;76;8268;0.98;0.92;106.5
FR;20/06/2021;[00-10);9;7763205.5;15;2004;0.19;0.75;25.81
FR;21/06/2021;[00-10);9;7763205.5;183;40277;2.36;0.45;518.82
FR;22/06/2021;[00-10);9;7763205.5;163;39758;2.1;0.41;512.13
FR;23/06/2021;[00-10);9;7763205.5;125;13719;1.61;0.91;176.72
FR;24/06/2021;[00-10);9;7763205.5;133;39366;1.71;0.34;507.08
FR;25/06/2021;[00-10);9;7763205.5;154;38631;1.98;0.4;497.62
FR;26/06/2021;[00-10);9;7763205.5;73;8728;0.94;0.84;112.43
FR;27/06/2021;[00-10);9;7763205.5;28;2291;0.36;1.22;29.51
FR;28/06/2021;[00-10);9;7763205.5;147;27919;1.89;0.53;359.63
FR;29/06/2021;[00-10);9;7763205.5;129;26646;1.66;0.48;343.23
FR;30/06/2021;[00-10);9;7763205.5;127;15516;1.64;0.82;199.87
FR;01/06/2021;[10-20);19;8336486;1651;73423;19.8;2.25;880.74
FR;02/06/2021;[10-20);19;8336486;1577;63296;18.92;2.49;759.26
FR;03/06/2021;[10-20);19;8336486;1375;78017;16.49;1.76;935.85
FR;04/06/2021;[10-20);19;8336486;1443;84167;17.31;1.71;1009.62
FR;05/06/2021;[10-20);19;8336486;748;32928;8.97;2.27;394.99
FR;06/06/2021;[10-20);19;8336486;137;4601;1.64;2.98;55.19
FR;07/06/2021;[10-20);19;8336486;1390;66280;16.67;2.1;795.06
FR;08/06/2021;[10-20);19;8336486;1030;63414;12.36;1.62;760.68
FR;09/06/2021;[10-20);19;8336486;862;49060;10.34;1.76;588.5
FR;10/06/2021;[10-20);19;8336486;781;63038;9.37;1.24;756.17
FR;11/06/2021;[10-20);19;8336486;752;63096;9.02;1.19;756.87
FR;12/06/2021;[10-20);19;8336486;428;24961;5.13;1.71;299.42
FR;13/06/2021;[10-20);19;8336486;61;3798;0.73;1.61;45.56
FR;14/06/2021;[10-20);19;8336486;691;51245;8.29;1.35;614.71
FR;15/06/2021;[10-20);19;8336486;520;48431;6.24;1.07;580.95
FR;16/06/2021;[10-20);19;8336486;460;37895;5.52;1.21;454.57
